iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit of measurement,value,source
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",0.341586830233623,CTS
MAR,Morocco,Africa,Northern Africa,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",1.46169007752804,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",5.28591687428452,CTS
NOR,Norway,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",22.8178790431236,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",10.6572026983665,PPR
POL,Poland,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",2.3057672557992,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",0.450381895698684,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",0.0,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,"Rate per 100,000 population",24.7817916217965,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",52.3685378931909,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.407978611041352,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",1.31887710469413,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.0157023853624457,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",1.78166154284717,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",12.9939655612432,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",1.09801741397828,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",1.79818883177831,CTS
DNK,Denmark,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",21.3121451943944,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.861666447553136,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",8.72735930373931,CTS
FRA,France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",21.9636866422836,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",25.4982102283905,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",6.09702096854265,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.793197537914842,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.0,CTS
ITA,Italy,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",1.56070882935861,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",4.44780500822844,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.152254856358962,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",5.67927033896354,CTS
NOR,Norway,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",26.2078040609267,CTS
POL,Poland,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",2.62417028913314,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.413808254797542,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.0,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",24.4181260709757,CTS
VAT,Holy See,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2021,"Rate per 100,000 population",0.0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",70.183382386235,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.246598205773873,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",2.04831698960834,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0207443535619909,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",1.46613323852338,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",17.6511877394936,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",1.71034946715488,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",2.19456817396523,CTS
DNK,Denmark,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",20.7776813640378,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",1.41362977547131,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",11.8779146522795,CTS
FRA,France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",25.3573016293997,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",27.5773418187794,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",4.63051173227444,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.743415068280019,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0,CTS
IRL,Ireland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.276671968228572,CTS
ITA,Italy,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",2.01995637890459,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.377018462594113,CTS
MAR,Morocco,Africa,Northern Africa,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",2.65427756072423,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",11.1487308887784,CTS
NOR,Norway,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",19.9181248757389,CTS
POL,Poland,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",3.42399235519798,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.448989549019931,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",23.8646397632628,CTS
VAT,Holy See,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2022,"Rate per 100,000 population",0.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,"Rate per 100,000 population",0.57586370918422,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,"Rate per 100,000 population",0.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,"Rate per 100,000 population",14.3834540949254,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,"Rate per 100,000 population",10.1995453806671,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,"Rate per 100,000 population",0.729454970884927,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,"Rate per 100,000 population",63.353928784326,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,"Rate per 100,000 population",142.046842404506,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",0.160206400772103,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",0.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",13.6183792100471,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",10.1066326210366,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",0.729386281291373,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",7.64512446782521,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",64.5673510073245,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,"Rate per 100,000 population",318.851031825347,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",0.249603414211647,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",104.443359237168,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",43.9806335132976,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",0.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",9.36566606550399,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",10.9144298384174,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",1.06584301310454,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",6.19545630465482,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",78.0487804878049,CTS
ITA,Italy,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",11.5358820789045,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",1.21205973923492,CTS
NOR,Norway,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",19.8613006242539,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",104.346474698755,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",278.371301254141,CTS
VEN,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,"Rate per 100,000 population",0.00650249999991872,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",1.34988639018669,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",1.41804832826873,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",95.0105644014196,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",44.3077238114629,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",0.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",9.65301321291673,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",6.29043422546475,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",1.12170698377572,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",5.20774780711891,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",10.1198520227481,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",88.4367037424218,CTS
FRA,France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",71.7028505485802,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",17.0217250842167,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",0.0974578509413356,CTS
ITA,Italy,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",11.410098731935,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",0.51680254266851,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",1.03790377405401,CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",2.35137896946245,CTS
NOR,Norway,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",29.5122419049594,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",115.446101755996,CTS
POL,Poland,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",14.6895399971818,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",321.286973779473,CTS
VEN,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,"Rate per 100,000 population",1.54986256593697,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",1.38619196299315,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",1.74017794199322,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",1.48146684971013,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",37.3282160646648,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",0.0539231621361909,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",15.6236089621807,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",6.21970027206875,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",4.6980252206248,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",9.21893022769939,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",94.358067919188,CTS
FRA,France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",80.6699264910178,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",0.117338676675917,CTS
ITA,Italy,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",13.24014537899,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",169.281585466557,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",0.196804743781544,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",1.61926737676304,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",27.5244871123237,CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",0.0,CTS
NOR,Norway,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",153.127161049553,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",120.875553721531,CTS
OMN,Oman,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",0.0,CTS
POL,Poland,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",14.6038878168627,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",338.779684516908,CTS
VEN,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,"Rate per 100,000 population",1.3509644587231,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",1.13503475042422,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",1.57623734631686,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",1.9614621719761,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",46.2862826707658,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",0.133119802071089,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",15.3720490032973,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",6.04952491971726,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",5.17239622687556,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",10.973943999993,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",109.468350262935,CTS
FRA,France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,"Rate per 100,000 population",96.8770660122393,CTS
